lemma,form,paradigm_slot
aabintaantsi,aabintaantsi,"V;NFIN"
aabintaantsi,aabintaje,"V;NO1PI;PFV;FIN;IRR;LGSPEC2"
aabintaantsi,aabintaje,"V;NO3F;PFV;FIN;IRR;LGSPEC2"
aabintaantsi,aabintaji,"V;NO1PI;PFV;FIN;REAL;LGSPEC2"
aabintaantsi,aabintaji,"V;NO3F;PFV;FIN;REAL;LGSPEC2"
aabintaantsi,aabintake,"V;NO1PI;PFV;FIN;IRR;LGSPEC1"
aabintaantsi,aabintake,"V;NO1PI;PFV;FIN;REAL;LGSPEC1"
aabintaantsi,aabintake,"V;NO3F;PFV;FIN;IRR;LGSPEC1"
aabintaantsi,aabintake,"V;NO3F;PFV;FIN;REAL;LGSPEC1"
aabintaantsi,aabinte,"V;NO1PI;FIN;IRR"
aabintaantsi,aabinte,"V;NO3F;FIN;IRR"
aabintaantsi,aabinti,"V;NO1PI;FIN;REAL"
aabintaantsi,aabinti,"V;NO3F;FIN;REAL"
aabintaantsi,naabintaje,"V;NO1PE;PFV;FIN;IRR;LGSPEC2"
aabintaantsi,naabintaje,"V;NO1S;PFV;FIN;IRR;LGSPEC2"
aabintaantsi,naabintaji,"V;NO1PE;PFV;FIN;REAL;LGSPEC2"
aabintaantsi,naabintaji,"V;NO1S;PFV;FIN;REAL;LGSPEC2"
aabintaantsi,naabintake,"V;NO1PE;PFV;FIN;IRR;LGSPEC1"
aabintaantsi,naabintake,"V;NO1PE;PFV;FIN;REAL;LGSPEC1"
aabintaantsi,naabintake,"V;NO1S;PFV;FIN;IRR;LGSPEC1"
aabintaantsi,naabintake,"V;NO1S;PFV;FIN;REAL;LGSPEC1"
aabintaantsi,naabinte,"V;NO1PE;FIN;IRR"
aabintaantsi,naabinte,"V;NO1S;FIN;IRR"
aabintaantsi,naabinti,"V;NO1PE;FIN;REAL"
aabintaantsi,naabinti,"V;NO1S;FIN;REAL"
aabintaantsi,paabintaje,"V;NO2;PFV;FIN;IRR;LGSPEC2"
aabintaantsi,paabintaji,"V;NO2;PFV;FIN;REAL;LGSPEC2"
aabintaantsi,paabintake,"V;NO2;PFV;FIN;IRR;LGSPEC1"
aabintaantsi,paabintake,"V;NO2;PFV;FIN;REAL;LGSPEC1"
aabintaantsi,paabinte,"V;NO2;FIN;IRR"
aabintaantsi,paabinti,"V;NO2;FIN;REAL"
aabintaantsi,yaabintaje,"V;NO3M;PFV;FIN;IRR;LGSPEC2"
aabintaantsi,yaabintaji,"V;NO3M;PFV;FIN;REAL;LGSPEC2"
aabintaantsi,yaabintake,"V;NO3M;PFV;FIN;IRR;LGSPEC1"
aabintaantsi,yaabintake,"V;NO3M;PFV;FIN;REAL;LGSPEC1"
aabintaantsi,yaabinte,"V;NO3M;FIN;IRR"
aabintaantsi,yaabinti,"V;NO3M;FIN;REAL"
aantsi,aaje,"V;NO1PI;PFV;FIN;IRR;LGSPEC2"
aantsi,aaje,"V;NO3F;PFV;FIN;IRR;LGSPEC2"
aantsi,aaji,"V;NO1PI;PFV;FIN;REAL;LGSPEC2"
aantsi,aaji,"V;NO3F;PFV;FIN;REAL;LGSPEC2"
aantsi,aake,"V;NO1PI;PFV;FIN;IRR;LGSPEC1"
aantsi,aake,"V;NO1PI;PFV;FIN;REAL;LGSPEC1"
aantsi,aake,"V;NO3F;PFV;FIN;IRR;LGSPEC1"
aantsi,aake,"V;NO3F;PFV;FIN;REAL;LGSPEC1"
aantsi,aantsi,"V;NFIN"
aantsi,ai,"V;NO1PI;FIN;REAL"
