lemma,form,paradigm_slot
ազազանամ,ազազացաւ,V;FIN;IND;PST;PFV;ACT;3;SG
ազազանամ,ազազանայցիմ,V;FIN;SBJV;PRS;ACT;1;SG
ազազանամ,ազազանային,V;FIN;IND;PST;IPFV;ACT;3;PL
ազազանամ,ազազանան,V;FIN;IND;PRS;ACT;3;PL
ազազանամ,ազազասցին,V;FIN;SBJV;PST;PFV;ACT;3;PL
ազազանամ,ազազացարո՛ւք,V;FIN;IMP;POS;ACT;2;PL
ազազանամ,ազազանայիր,V;FIN;IND;PST;IPFV;ACT;2;SG
ազազանամ,ազազանայցիմք,V;FIN;SBJV;PRS;ACT;1;PL
ազազանամ,ազազանամ,V;FIN;IND;PRS;ACT;1;SG
ազազանամ,ազազասցի,V;FIN;SBJV;PST;PFV;ACT;3;SG
ազազանամ,ազազացար,V;FIN;IND;PST;PFV;ACT;2;SG
ազազանամ,ազազացի՛ր,V;FIN;IMP;POS;ACT;2;SG
ազազանամ,ազազանայք,V;FIN;IND;PRS;ACT;2;PL
ազազանամ,մի՛ ազազանայք,V;FIN;IMP;NEG;ACT;2;PL
ազազանամ,ազազացան,V;FIN;IND;PST;PFV;ACT;3;PL
ազազանամ,ազազանայր,V;FIN;IND;PST;IPFV;ACT;3;SG
ազազանամ,ազազանայաք,V;FIN;IND;PST;IPFV;ACT;1;PL
ազազանամ,ազազանամք,V;FIN;IND;PRS;ACT;1;PL
ազազանամ,ազազասջի՛ր,V;FIN;OPT;POS;ACT;2;SG
ազազանամ,ազազասցուք,V;FIN;SBJV;PST;PFV;ACT;1;PL
ազազանամ,ազազացայ,V;FIN;IND;PST;PFV;ACT;1;SG
ազազանամ,ազազանայցի,V;FIN;SBJV;PRS;ACT;3;SG
ազազանամ,ազազացայք,V;FIN;IND;PST;PFV;ACT;2;PL
ազազանամ,ազազացայց,V;FIN;SBJV;PST;PFV;ACT;1;SG
ազազանամ,մի՛ ազազանար,V;FIN;IMP;NEG;ACT;2;SG
ազազանամ,ազազանայցին,V;FIN;SBJV;PRS;ACT;3;PL
ազազանամ,ազազանայիք,V;FIN;IND;PST;IPFV;ACT;2;PL
ազազանամ,ազազանայ,V;FIN;IND;PRS;ACT;3;SG
ազազանամ,ազազանալ,V;NFIN;ACT
ազազանամ,ազազասջիք,V;FIN;SBJV;PST;PFV;ACT;2;PL
ազազանամ,ազազանայցիս,V;FIN;SBJV;PRS;ACT;2;SG
ազազանամ,ազազանայի,V;FIN;IND;PST;IPFV;ACT;1;SG
ազազանամ,ազազասջի՛ք,V;FIN;OPT;POS;ACT;2;PL
ազազանամ,ազազացաք,V;FIN;IND;PST;PFV;ACT;1;PL
