min,max,median,mean,var,lang,pos,num
0.8017241379310345,1,1,0.9727483524214491,0.0023838652795516355,ady,-adj-,200
0.7687687687687688,1,1,0.9726571646043556,0.0030872607928646885,ady,-n-,1000
0.76,1,1,0.9724431818181818,0.0039158715615120665,ady,-n-,200
0.8022388059701493,1,1,0.975596936282312,0.0023673832491124254,ady,-n-,2000
0.74,1,1,0.9682504965084247,0.004304163528298385,ady,-n-,500
0.29537366548042704,0.9323843416370107,0.6873822975517891,0.6910008727634707,0.026007543888160345,ang,-n-,1000
0.21568627450980393,0.8957345971563981,0.6297258709308966,0.6401591179475673,0.03004779072180377,ang,-n-,200
0.27037773359840955,0.9262948207171314,0.6923076923076923,0.6844417838522683,0.02890934195151204,ang,-n-,500
0.5503560528992879,0.9786368260427264,0.7517802644964394,0.7840225911396271,0.011246674097760137,ang,-v-,1000
0.5111940298507462,0.9850746268656716,0.7279629629629629,0.7629903242154815,0.014908003497027611,ang,-v-,200
0.5220700152207002,0.9756468797564688,0.7450532724505328,0.7748844803209495,0.01307353465208768,ang,-v-,500
0.815,1,0.995,0.9371944444444444,0.005015706148564295,aze,-n-,200
0.8323353293413174,1,0.9940119760479041,0.943313373253493,0.003935706599315667,aze,-n-,500
0.891,1,0.9938271604938271,0.9826619528619529,5.393120789704473e-4,bak,-n-,1000
0.785,1,0.9861305732484076,0.9606991893456862,0.0026103979391084516,bak,-n-,200
0.8872458410351202,1,0.9931113662456946,0.9822452921592161,5.901676987037905e-4,bak,-n-,2000
0.868,1,0.992,0.9792825311942959,7.412339593836849e-4,bak,-n-,500
0.9666666666666667,1,0.9809523809523809,0.9850649350649351,2.1283091075893697e-4,bel,-adj-,200
0.3752913752913753,0.9604651162790697,0.6321421601578594,0.6557812357256304,0.021876647265811715,bel,-n-,1000
0.33714285714285713,0.9318181818181818,0.589083402146986,0.6117264615053023,0.02296623691927197,bel,-n-,200
0.3664302600472813,0.9551886792452831,0.6378326736727173,0.6557438023131645,0.02183571537244261,bel,-n-,500
0.47419354838709676,0.9941176470588236,0.7058823529411765,0.7297258417285251,0.014816675629618397,bel,-V-,500
0.675,1,0.955,0.9477692307692308,0.0033717494370036735,bul,-adj-,200
0.7839080459770115,1,0.9770114942528736,0.9640813439434129,0.0013912266513568439,bul,-adj-,500
0.3557114228456914,1,0.9398797595190381,0.942052186968055,0.0017068694356836998,cat,-v-,1000
0.305,1,0.905,0.9111879432624114,0.0024118475884952273,cat,-v-,200
0.3948220064724919,1,0.9508408796895214,0.9494830574636828,0.0014907871809796101,cat,-v-,2000
0.314,1,0.93,0.931154255319149,0.002145164664811057,cat,-v-,500
0.5562310030395137,0.992992992992993,0.8156170497022414,0.8045772239424492,0.010252102769840569,ces,-n-,1000
0.5077720207253886,0.9949748743718593,0.7409326424870466,0.7571557595327022,0.011392672776613804,ces,-n-,200
0.48024012006003003,0.9949924887330996,0.8414387031408308,0.8230696440964486,0.009781353797104056,ces,-n-,2000
0.5262096774193549,0.996,0.7869266759325102,0.7803430902477544,0.011590303616762108,ces,-n-,500
0.530722699777141,0.9945842625039821,0.8448462118010869,0.8308043633212934,0.008519628769450156,ces,-n-,5000
0.705,1,0.986013986013986,0.9815272279642955,6.37916066653348e-4,ces,-v-,200
0.781563126252505,1,0.9916666666666667,0.9805558216505369,6.596770424089236e-4,ces,-v-,500
0.8583333333333333,1,0.986013986013986,0.9694616626251892,0.0017174644771750125,ckb,-n-,200
0.272108843537415,1,0.6339285714285714,0.7031536125166677,0.048220347956072815,ckb,-v-,200
0.931,0.999,0.9844999999999999,0.9733499999999999,4.831868421052631e-4,crh,-n-,1000
0.84,1,0.99,0.95625,0.003362828947368421,crh,-n-,200
0.9319371727748691,0.9982547993019197,0.9860383944153578,0.975174520069808,4.7573230060797463e-4,crh,-n-,2000
0.904,0.998,0.984,0.9664,0.0010705684210526303,crh,-n-,500
0.27976190476190477,1,0.8809523809523809,0.858745389673457,0.017319205584905496,cym,-v-,200
0.6925388082123185,0.998,0.7652652652652653,0.8021799438603788,0.009159888928179214,dan,-n-,1000
0.6080402010050251,1,0.7160804020100502,0.748463986599665,0.017092000701973448,dan,-n-,200
0.7175112895132966,0.9965,0.7913214052594311,0.8238065928773322,0.007707444629592232,dan,-n-,2000
0.6439317953861585,0.998,0.7314629258517034,0.7671335900152025,0.012122061374799337,dan,-n-,500
0.7475583512663466,0.9986803035301881,0.8203176704169424,0.8438426071232454,0.006130095505413926,dan,-n-,5000
0.9938271604938271,1,1,0.9975308641975309,9.626260438476248e-6,dan,-v-,200
0.424,1,0.648068669527897,0.6959931330472103,0.03534523798191162,deu,-n-,1000
0.32065217391304346,1,0.5163043478260869,0.5994420289855072,0.05194826179301653,deu,-n-,200
0.4622311155577789,0.9994997498749375,0.6858836206896552,0.7308003297900926,0.0294478264068723,deu,-n-,2000
0.326,1,0.6445652173913043,0.6762289855072464,0.04295786636247093,deu,-n-,500
0.5536,0.9998,0.7619715271786023,0.7853892205924647,0.01983041173936053,deu,-n-,5000
0.624618514750763,1,0.802,0.8068770172870096,0.007304088614215583,deu,-v-,1000
0.265,1,0.77,0.77317090828161406,0.010581079021165844,deu,-v-,200
0.7050433010697912,1,0.8467116058029014,0.8482101788231852,0.004581264350659629,deu,-v-,2000
0.598,1,0.8077709611451943,0.8101554192229039,0.008232356001628438,deu,-v-,500
0.7154136628904909,1,0.858922558922559,0.863863309650842,0.0037979468386064854,deu,-v-,5000
0.9659863945578231,1,1,0.9915900426104508,2.165152332785069e-4,dsb,-adj-,200
0.884,1,0.985,0.9787481884057971,3.661524468029147e-4,ell,-adj-,1000
0.895,1,0.985,0.9760597826086956,5.163430620216202e-4,ell,-adj-,200
0.8935,1,0.986,0.9818106884057971,2.4657525760146286e-4,ell,-adj-,2000
0.896,1,0.986,0.9804057971014493,3.0157005707672516e-4,ell,-adj-,500
0.8954790543343011,1,0.987557030277893,0.9824475982663998,2.5797210686661406e-4,ell,-adj-,5000
0.3813847900113507,1,0.7661748013620885,0.7547752351224258,0.024898693512884852,ell,-n-,1000
0.27586206896551724,1,0.6898275862068965,0.6888002873563218,0.039905568534632896,ell,-n-,200
0.42238892094633584,1,0.780757304834655,0.776899309961857,0.02243380795638454,ell,-n-,2000
0.32167832167832167,1,0.7442913752913753,0.7356202963702964,0.029294845642928096,ell,-n-,500
0.48837739288969917,1,0.8357440245882879,0.8122604094252746,0.018177900572239898,ell,-n-,5000
0.3648068669527897,0.9942279942279942,0.76657824933687,0.7998736043139538,0.02151515367727929,ell,-v-,1000
0.22346368715083798,1,0.6506849315068494,0.7082398346876472,0.04097673371208467,ell,-v-,200
0.362,0.9948119325551232,0.7594627594627594,0.7983674304760208,0.02181959155542831,ell,-v-,2000
0.2880184331797235,0.9883040935672515,0.7207977207977208,0.7686022856900301,0.02682157050133368,ell,-v-,500
0.6607407407407407,1,0.9185185185185185,0.9171350186165,0.004302669008611468,est,-n-,1000
0.51,1,0.91,0.8860251322751322,0.008940636453624863,est,-n-,200
0.606,1,0.904,0.9122328042328043,0.004787039770139109,est,-n-,500
0.6018957345971564,1,0.8199052132701422,0.8319120847556867,0.011583879857104405,est,-v-,200
0.67,1,0.8925000000000001,0.8942307692307693,0.006837146401985112,fao,-adj-,200
0.7109826589595376,1,0.9132947976878613,0.9086445827775308,0.00473837261281255,fao,-adj-,500
0.4397076735688185,0.9987834549878345,0.7579537712895377,0.7491409745095878,0.022928343488813483,fao,-n-,1000
0.3473053892215569,1,0.6974605168700646,0.6963832146069192,0.029154340383411446,fao,-n-,200
0.5194494314781568,1,0.8027495517035266,0.7943624484038063,0.017657835018842053,fao,-n-,2000
0.3840749414519906,1,0.7325105386416861,0.7215793325526932,0.028487132755954676,fao,-n-,500
0.5151175811870101,0.9994407158836689,0.8042877171578067,0.7959775164832407,0.017208649504574028,fao,-n-,5000
0.5268456375838926,0.9932885906040269,0.7508741258741258,0.7663863727622117,0.019873917473028715,fao,-v-,1000
0.42,1,0.7075,0.7085791594703512,0.028537421227975222,fao,-v-,200
0.504,0.994,0.7349833679833679,0.7570904596904597,0.022304994260610427,fao,-v-,500
0.55,1,0.85,0.8570382257691418,0.006751413320962732,fas,-v-,200
0.5311355311355311,1,0.8498168498168498,0.857136714006943,0.007536336309048793,fas,-v-,500
0.7877877877877878,1,0.9424714714714715,0.9345636205436205,0.0027751165330696277,fin,-adj-,1000
0.7135678391959799,1,0.8994974874371859,0.9022476227290298,0.0046887715120170325,fin,-adj-,200
0.8410230692076228,1,0.9545,0.9479604042897924,0.0016493268618652656,fin,-adj-,2000
0.75,1,0.916,0.9159261538461538,0.0036921609482043374,fin,-adj-,500
0.8702702702702703,0.9996,0.9606803803803804,0.9575991129591129,0.001085770359588533,fin,-adj-,5000
0.5946775844421699,1,0.8290685772773797,0.8365188915265862,0.010575396988353363,fin,-n-,1000
0.42328042328042326,1,0.7248677248677249,0.7537042806139771,0.02153793431977002,fin,-n-,200
0.6596617119425935,1,0.8660443995963674,0.8696979840195247,0.007099500731195601,fin,-n-,2000
0.511340206185567,1,0.7835051546391752,0.7948231689890978,0.015179107126183464,fin,-n-,500
0.7417503586800573,1,0.9024390243902439,0.9030691539704564,0.004143278214518539,fin,-n-,5000
0.74,1,0.927,0.9327783383426363,0.002669428937649889,fin,-v-,1000
0.475,1,0.83,0.8485170674109059,0.012847618301355983,fin,-v-,200
0.798,1,0.935,0.9417001663804208,0.0019930871520307137,fin,-v-,2000
0.672,1,0.91,0.9123612065264062,0.004367191727769701,fin,-v-,500
0.862,1,0.957,0.9574676041219408,0.0010660986638316786,fin,-v-,5000
0.8571428571428571,1,0.9586919104991394,0.9576969069356986,8.416171908146597e-4,frm,-v-,1000
0.8592964824120602,1,0.9484536082474226,0.9459439417174725,0.0015247506802239098,frm,-v-,200
0.8957915831663327,1,0.9589322381930184,0.9563348965721992,9.198842433723472e-4,frm,-v-,500
0.48262032085561496,1,0.8912579957356077,0.8779069475470971,0.00834862540818507,fro,-v-,1000
0.40522875816993464,1,0.8316326530612245,0.8258074172502889,0.013523004190051417,fro,-v-,200
0.5,1,0.9131274131274131,0.8966311428955116,0.007163846737344833,fro,-v-,2000
0.4530386740331492,1,0.8546637744034707,0.8540854509102043,0.00989920381341291,fro,-v-,500
0.22023809523809523,1,0.9520958083832335,0.9187726259585897,0.005455000465404509,fur,-v-,200
0.655,1,0.895,0.9004084866082314,0.004002490979220227,gal,-v-,200
0.6625514403292181,1,0.9136842105263158,0.9174491106002828,0.0031695774425501613,gal,-v-,500
0.5098039215686274,1,0.7257587966693526,0.7559714707541592,0.015729511683316894,gle,-adj-,200
0.22722722722722724,0.9970104633781763,0.6360239162929746,0.6322462457472339,0.03691105422231733,gle,-n-,1000
0.08396946564885496,1,0.5343511450381679,0.5413794239661514,0.047457056949032926,gle,-n-,200
0.2862862862862863,0.9954841946813848,0.6947929548002358,0.6908571779352648,0.02917851076515718,gle,-n-,2000
0.202,0.9979879275653923,0.6009080833720639,0.6043680574238046,0.042232929007208174,gle,-n-,500
0.3364036844213056,0.9969861362266426,0.740880244541053,0.7307747745888776,0.022967048888272234,gle,-n-,5000
0.42,1,0.8,0.8090661504242525,0.016145032065112128,gle,-v-,200
0.5306122448979592,1,0.8469387755102041,0.8497229440783021,0.01119531667339378,gle,-v-,500
0.7101449275362319,1,0.9927007299270073,0.9851205783969329,0.0020721234676589727,grc,-adj-,200
0.3807615230460922,1,0.6509781324410583,0.6733405750134562,0.02173176927798808,grc,-n-,1000
0.26,1,0.61,0.6128571428571429,0.02620663021189337,grc,-n-,200
0.38507761642463695,1,0.6679184609831206,0.6862396833300158,0.02151794801371281,grc,-n-,2000
0.298,1,0.593186372745491,0.61135690428476,0.028351622306701123,grc,-n-,500
0.40522287257991896,1,0.673420687894372,0.691241421845727,0.02083579511798734,grc,-n-,5000
0.9743589743589743,1,0.9970453027691065,0.994180512690375,4.05563775570688e-5,hbs,-adj-,1000
0.9345794392523364,1,0.9813084112149533,0.9848546414982823,2.703589046316102e-4,hbs,-adj-,200
0.8850687622789783,1,0.9990167158308751,0.9951334221638805,6.116600257422979e-5,hbs,-adj-,2000
0.7961538461538461,1,0.9961538461538462,0.9883253303418221,3.177101171350199e-4,hbs,-adj-,500
0.9336410848240047,1,0.9976945244956772,0.9946024726301549,7.556370232737702e-5,hbs,-adj-,5000
0.44620611551528877,0.9932049830124575,0.7845804988662132,0.7770621629247443,0.01504467647368279,hbs,-n-,1000
0.31666666666666665,1,0.7611111111111111,0.7522222222222222,0.017580973330605005,hbs,-n-,200
0.5152561888313184,0.9965457685664939,0.8011509798582666,0.801254777543,0.011866251211065925,hbs,-n-,2000
0.4584323040380047,0.996,0.7719714964370546,0.7680218911393102,0.013584355888743996,hbs,-n-,500
0.5651071675501268,0.9979267449896337,0.8248587148512712,0.8188766449541702,0.010023848028081888,hbs,-n-,5000
0.47547683923705725,1,0.9118236472945892,0.9028441458729292,0.006157628348367402,hbs,-v-,1000
