lemma,form,paradigm_slot,form_freq,lemma_freq,phonemic_form
fer,fasiá,V;IND;PST;3;SG;IPFV,0.0021,0.0015130434782608,f a z j a
fer,faga,V;1;SG;SBJV;PRS,0.0003,0.0015130434782608,f a ɣ o
fer,faguèri,V;IND;PST;1;SG;PFV,0.0002,0.0015130434782608,f a ɣ ɛ ɾ i
fer,fan,V;IND;PRS;3;PL,0.0093,0.0015130434782608,f a
fer,faguèssem,V;1;PL;SBJV;PST;IPFV,0.0,0.0015130434782608,f a ɣ ɛ s e m
fer,farián,V;3;PL;COND,0.0,0.0015130434782608,f a ɾ j a
fer,fai,V;2;SG;IMP,0.0034,0.0015130434782608,f a j
fer,fagatz,V;2;PL;SBJV;PRS,0.0,0.0015130434782608,f a ɣ a t͡s
fer,fas,V;IND;PRS;2;SG,0.0003,0.0015130434782608,f a s
fer,faguèrem,V;IND;PST;1;PL;PFV,0.0002,0.0015130434782608,f a ɣ ɛ ɾ e m
fer,faretz,V;2;PL;IND;FUT,0.0002,0.0015130434782608,f a ɾ e t͡s
fer,fasiás,V;IND;PST;2;SG;IPFV,0.0,0.0015130434782608,f a z j a s
fer,fariam,V;1;PL;COND,0.0,0.0015130434782608,f a ɾ j ɔ̃
fer,fagas,V;2;SG;SBJV;PRS,0.0003,0.0015130434782608,f a ɣ o s
fer,faguèsse,V;3;SG;SBJV;PST;IPFV,0.0005,0.0015130434782608,f a ɣ ɛ s e
fer,farai,V;1;SG;IND;FUT,0.0003,0.0015130434782608,f a ɾ a j
fer,fariá,V;3;SG;COND,0.0002,0.0015130434782608,f a ɾ j a
fer,fasián,V;IND;PST;3;PL;IPFV,0.0007,0.0015130434782608,f a z j a
fer,fagan,V;3;PL;SBJV;PRS,0.0001,0.0015130434782608,f a ɣ a
fer,fa,V;IND;PRS;3;SG,0.0215,0.0015130434782608,f o
fer,fasètz,V;2;PL;IMP,0.0001,0.0015130434782608,f a z ɛ t͡s
fer,faràn,V;3;PL;IND;FUT,0.0005,0.0015130434782608,f a ɾ a
fer,faga,V;3;SG;SBJV;PRS,0.0003,0.0015130434782608,f a ɣ o
fer,fasèm,V;IND;PRS;1;PL,0.0003,0.0015130434782608,f a z ɛ m
fer,faguèsses,V;2;SG;SBJV;PST;IPFV,0.0,0.0015130434782608,f a ɣ ɛ s e s
fer,faràs,V;2;SG;IND;FUT,0.0,0.0015130434782608,f a ɾ a s
fer,fasiái,V;IND;PST;1;SG;IPFV,0.0,0.0015130434782608,f a z j a j
fer,fagam,V;1;PL;IMP,0.0,0.0015130434782608,f a ɣ ɒ
fer,faguèt,V;IND;PST;3;SG;PFV,0.0053,0.0015130434782608,f a ɣ ɛ t
fer,fariatz,V;2;PL;COND,0.0,0.0015130434782608,f a ɾ j a t͡s
fer,faguèsson,V;3;PL;SBJV;PST;IPFV,0.0,0.0015130434782608,f a ɣ ɛ s u
fer,fasiatz,V;IND;PST;2;PL;IPFV,0.0,0.0015130434782608,f a z j a t͡s
fer,fariái,V;1;SG;COND,0.0,0.0015130434782608,f a ɾ j a j
fer,faguèron,V;IND;PST;3;PL;PFV,0.0005,0.0015130434782608,f a ɣ ɛ ɾ u
fer,fasètz,V;IND;PRS;2;PL,0.0001,0.0015130434782608,f a z ɛ t͡s
fer,faire,V;NFIN,0.0123,0.0015130434782608,f a j ɾ e
fer,faguèsse,V;1;SG;SBJV;PST;IPFV,0.0005,0.0015130434782608,f a ɣ ɛ s e
fer,farà,V;3;SG;IND;FUT,0.0017,0.0015130434782608,f a ɾ a
fer,faguères,V;IND;PST;2;SG;PFV,0.0,0.0015130434782608,f a ɣ ɛ ɾ e s
fer,fau,V;IND;PRS;1;SG,0.0072,0.0015130434782608,f a w
fer,faguèssetz,V;2;PL;SBJV;PST;IPFV,0.0,0.0015130434782608,f a ɣ ɛ s e t͡s
fer,fasiam,V;IND;PST;1;PL;IPFV,0.0009,0.0015130434782608,f a z j ɔ̃
fer,fagam,V;1;PL;SBJV;PRS,0.0,0.0015130434782608,f a ɣ ɒ
fer,faguèretz,V;IND;PST;2;PL;PFV,0.0,0.0015130434782608,f a ɣ ɛ ɾ e t͡s
fer,fariás,V;2;SG;COND,0.0,0.0015130434782608,f a ɾ j a s
fer,farem,V;1;PL;IND;FUT,0.0003,0.0015130434782608,f a ɾ e m
agachar,agachatz,V;2;PL;IMP,0.0,1.5217391304347828e-05,a ɣ a t͡ʃ a t͡s
agachar,agacha,V;IND;PRS;3;SG,0.0002,1.5217391304347828e-05,a ɣ a t͡ʃ o
agachar,agachèri,V;IND;PST;1;SG;PFV,0.0,1.5217391304347828e-05,a ɣ a t͡ʃ ɛ ɾ i
agachar,agachariás,V;2;SG;COND,0.0,1.5217391304347828e-05,a ɣ a t͡ʃ a ɾ j a s
agachar,agacharàn,V;3;PL;IND;FUT,0.0,1.5217391304347828e-05,a ɣ a t͡ʃ a ɾ a
agachar,agachèssem,V;1;PL;SBJV;PST;IPFV,0.0,1.5217391304347828e-05,a ɣ a t͡ʃ ɛ s e m
agachar,agachem,V;1;PL;SBJV;PRS,0.0,1.5217391304347828e-05,a ɣ a t͡ʃ e
agachar,agachem,V;1;PL;IMP,0.0,1.5217391304347828e-05,a ɣ a t͡ʃ e
agachar,agachèrem,V;IND;PST;1;PL;PFV,0.0,1.5217391304347828e-05,a ɡ a t͡ʃ ɛ ɾ e m
agachar,agachàvetz,V;IND;PST;2;PL;IPFV,0.0,1.5217391304347828e-05,a ɣ a t͡ʃ a β e t͡s
agachar,agachas,V;IND;PRS;2;SG,0.0,1.5217391304347828e-05,a ɣ a t͡ʃ o s
agachar,agacharem,V;1;PL;IND;FUT,0.0,1.5217391304347828e-05,a ɣ a t͡ʃ a ɾ e m
agachar,agachariatz,V;2;PL;COND,0.0,1.5217391304347828e-05,a ɣ a t͡ʃ a ɾ j a t͡s
agachar,agachavi,V;IND;PST;1;SG;IPFV,0.0,1.5217391304347828e-05,a ɣ a t͡ʃ a β i
agachar,agacharà,V;3;SG;IND;FUT,0.0,1.5217391304347828e-05,a ɣ a t͡ʃ a ɾ a
agachar,agachan,V;IND;PRS;3;PL,0.0,1.5217391304347828e-05,a ɣ a t͡ʃ ɒ
agachar,agaches,V;2;SG;SBJV;PRS,0.0,1.5217391304347828e-05,a ɣ a t͡ʃ e s
agachar,agachariái,V;1;SG;COND,0.0,1.5217391304347828e-05,a ɣ a t͡ʃ a ɾ j a j
agachar,agache,V;1;SG;SBJV;PRS,0.0,1.5217391304347828e-05,a ɣ a t͡ʃ e
agachar,agachavan,V;IND;PST;3;PL;IPFV,0.0,1.5217391304347828e-05,a ɣ a t͡ʃ a β a
agachar,agachar,V;NFIN,0.0002,1.5217391304347828e-05,a ɣ a t͡ʃ a
