lemma,form,paradigm_slot,form_freq,lemma_freq,phonemic_form
begin,begin,V;INF,0.0207133333333333,0.0207133333333333,b ə χ ə n
begin,begin,V;PRS,0.0207133333333333,0.0207133333333333,b ə χ ə n
besig,besig,V;INF,0.00595,0.00595,b ə s ə χ
besig,besig,V;PRS,0.00595,0.00595,b ə s ə χ
bestaan,bestaan,V;INF,0.00564,0.00564,b ə s t ɑː n
bestaan,bestaan,V;PRS,0.00564,0.00564,b ə s t ɑː n
beter,beter,V;INF,0.0065066666666666,0.0065066666666666,b ɪ ə̯ t ə r
beter,beter,V;PRS,0.0065066666666666,0.0065066666666666,b ɪ ə̯ t ə r
bly,bly,V;INF,0.0125133333333333,0.0125133333333333,b l ə i̯
bly,bly,V;PRS,0.0125133333333333,0.0125133333333333,b l ə i̯
boek,boek,V;INF,0.0086533333333333,0.0086533333333333,b u k
boek,boek,V;PRS,0.0086533333333333,0.0086533333333333,b u k
bring,bring,V;INF,0.0058,0.0058,b r ə ŋ
bring,bring,V;PRS,0.0058,0.0058,b r ə ŋ
dag,dag,V;INF,0.0126,0.0126,d a χ
dag,dag,V;PRS,0.0126,0.0126,d a χ
deel,deel,V;INF,0.01239,0.01239,d ɪ ə̯ l
deel,deel,V;PRS,0.01239,0.01239,d ɪ ə̯ l
dink,dink,V;INF,0.0175266666666666,0.0118577777777777,d ə ŋ k
dink,dink,V;PRS,0.0175266666666666,0.0118577777777777,d ə ŋ k
doen,doen,V;INF,0.0212,0.0212,d u n
doen,doen,V;PRS,0.0212,0.0212,d u n
dink,dog,V;PST,0.00052,0.0118577777777777,d ɔ χ
dood,dood,V;INF,0.0106133333333333,0.0106133333333333,d ʊ ə̯ t
dood,dood,V;PRS,0.0106133333333333,0.0106133333333333,d ʊ ə̯ t
gaan,gaan,V;INF,0.04723,0.04723,χ ɑː n
gaan,gaan,V;PRS,0.04723,0.04723,χ ɑː n
gebeur,gebeur,V;INF,0.0056233333333333,0.0056233333333333,χ ə b ɪ ø r
gebeur,gebeur,V;PRS,0.0056233333333333,0.0056233333333333,χ ə b ɪ ø r
gebruik,gebruik,V;INF,0.01739,0.01739,χ ə b r œ i̯ k
gebruik,gebruik,V;PRS,0.01739,0.01739,χ ə b r œ i̯ k
gee,gee,V;INF,0.01598,0.01598,χ ɪ ə̯
gee,gee,V;PRS,0.01598,0.01598,χ ɪ ə̯
gesê,gesê,V;INF,0.0085333333333333,0.0085333333333333,χ ə s ɛː
glo,glo,V;INF,0.0087166666666666,0.0087166666666666,χ l ʊ ə̯
glo,glo,V;PRS,0.0087166666666666,0.0087166666666666,χ l ʊ ə̯
haar,haar,V;INF,0.04901,0.04901,ɦ ɑː r
haar,haar,V;PRS,0.04901,0.04901,ɦ ɑː r
het,had,V;PST,0.0001833333333333,0.1484677777777777,ɦ a t
hê,hê,V;INF,0.0087466666666666,0.1156783333333333,ɦ ɛː
help,help,V;INF,0.0087433333333333,0.0087433333333333,ɦ ɛ l p
help,help,V;PRS,0.0087433333333333,0.0087433333333333,ɦ ɛ l p
hê,het,V;PRS,0.22261,0.1156783333333333,ɦ ɛ t
het,het,V;INF,0.22261,0.1484677777777777,ɦ ɛ t
het,het,V;PRS,0.22261,0.1484677777777777,ɦ ɛ t
hoor,hoor,V;INF,0.0081333333333333,0.0081333333333333,ɦ ʊ ə̯ r
hoor,hoor,V;PRS,0.0081333333333333,0.0081333333333333,ɦ ʊ ə̯ r
hou,hou,V;INF,0.0158166666666666,0.0158166666666666,ɦ œ u̯
hou,hou,V;PRS,0.0158166666666666,0.0158166666666666,ɦ œ u̯
huis,huis,V;INF,0.0090733333333333,0.0090733333333333,ɦ œ i̯ s
huis,huis,V;PRS,0.0090733333333333,0.0090733333333333,ɦ œ i̯ s
hul,hul,V;INF,0.0211166666666666,0.0211166666666666,ɦ œ l
hul,hul,V;PRS,0.0211166666666666,0.0211166666666666,ɦ œ l
in,in,V;INF,0.28604,0.28604,ə n
in,in,V;PRS,0.28604,0.28604,ə n
wees,is,V;PRS,0.3502333333333333,0.1156459259259259,ə s
wees,is,V;PRS,0.3502333333333333,0.1156459259259259,ə s
wees,ís,V;PRS,0.0002966666666666,0.1156459259259259,i s
jou,jou,V;INF,0.0802833333333333,0.0802833333333333,j œ u̯
jou,jou,V;PRS,0.0802833333333333,0.0802833333333333,j œ u̯
jy,jy,V;INF,0.09138,0.09138,j ə i̯
jy,jy,V;PRS,0.09138,0.09138,j ə i̯
kan,kan,V;INF,0.0930066666666666,0.0405146666666666,k a n
kan,kan,V;PRS,0.0930066666666666,0.0405146666666666,k a n
kan,kán,V;INF,0.0002266666666666,0.0405146666666666,k ɑː n
kan,kán,V;PRS,0.0002266666666666,0.0405146666666666,k ɑː n
keer,keer,V;INF,0.0110233333333333,0.0110233333333333,k ɪ ə̯ r
keer,keer,V;PRS,0.0110233333333333,0.0110233333333333,k ɪ ə̯ r
ken,ken,V;INF,0.00602,0.00602,k ɛ n
ken,ken,V;PRS,0.00602,0.00602,k ɛ n
kerk,kerk,V;INF,0.0059,0.0059,k ɛ r k
kerk,kerk,V;PRS,0.0059,0.0059,k ɛ r k
kom,kom,V;INF,0.0291766666666666,0.0291766666666666,k ɔ m
kom,kom,V;PRS,0.0291766666666666,0.0291766666666666,k ɔ m
kan,kon,V;PST,0.0161066666666666,0.0405146666666666,k ɔ n
kry,kry,V;INF,0.02025,0.02025,k r ə i̯
kry,kry,V;PRS,0.02025,0.02025,k r ə i̯
kyk,kyk,V;INF,0.0158733333333333,0.0158733333333333,k ə i̯ k
kyk,kyk,V;PRS,0.0158733333333333,0.0158733333333333,k ə i̯ k
laat,laat,V;INF,0.0192933333333333,0.0192933333333333,l ɑː t
laat,laat,V;PRS,0.0192933333333333,0.0192933333333333,l ɑː t
land,land,V;INF,0.0078466666666666,0.0078466666666666,l a n t
land,land,V;PRS,0.0078466666666666,0.0078466666666666,l a n t
lê,lê,V;INF,0.0082,0.0082,l ɛː
lê,lê,V;PRS,0.0082,0.0082,l ɛː
leer,leer,V;INF,0.0077733333333333,0.0077733333333333,l ɪ ə̯ r
