lemma,form,paradigm_slot,form_freq,lemma_freq,phonemic_form,Fold,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10
चुनना,चुन,V;2;SG;IMP;INFM,0.000388,1.1559241706161138e-05,t͡ʃ ʊ n,4,V,2,SG,IMP,INFM,,,,,
चुनना,चुनता,V;V.PTCP;MASC;SG;IPFV,5.1e-05,1.1559241706161138e-05,t͡ʃ ʊ n t̪ ɑː,2,V,V.PTCP,MASC,SG,IPFV,,,,,
चुनना,चुनता था,V;1;SG;HAB;PST;MASC,0.0,1.1559241706161138e-05,t͡ʃ ʊ n t̪ ɑː t̪ʰ ɑː,4,V,1,SG,HAB,PST,MASC,,,,
चुनना,चुनता था,V;2;SG;HAB;PST;MASC,0.0,1.1559241706161138e-05,t͡ʃ ʊ n t̪ ɑː t̪ʰ ɑː,2,V,2,SG,HAB,PST,MASC,,,,
चुनना,चुनता था,V;3;SG;HAB;PST;MASC,0.0,1.1559241706161138e-05,t͡ʃ ʊ n t̪ ɑː t̪ʰ ɑː,0,V,3,SG,HAB,PST,MASC,,,,
चुनना,चुनता हूँ,V;1;SG;HAB;PRS;MASC,0.0,1.1559241706161138e-05,t͡ʃ ʊ n t̪ ɑː ɦ ũː,0,V,1,SG,HAB,PRS,MASC,,,,
चुनना,चुनता हूँ,V;1;SG;HAB;SBJV;MASC,0.0,1.1559241706161138e-05,t͡ʃ ʊ n t̪ ɑː ɦ ũː,0,V,1,SG,HAB,SBJV,MASC,,,,
चुनना,चुनता हूँगा,V;1;SG;HAB;LGSPEC3;MASC,0.0,1.1559241706161138e-05,t͡ʃ ʊ n t̪ ɑː ɦ uː ŋ ɡ ɑː,1,V,1,SG,HAB,LGSPEC3,MASC,,,,
चुनना,चुनता है,V;2;SG;HAB;PRS;MASC,0.0,1.1559241706161138e-05,t͡ʃ ʊ n t̪ ɑː ɦ ɛː,3,V,2,SG,HAB,PRS,MASC,,,,
चुनना,चुनता है,V;3;SG;HAB;PRS;MASC,0.0,1.1559241706161138e-05,t͡ʃ ʊ n t̪ ɑː ɦ ɛː,3,V,3,SG,HAB,PRS,MASC,,,,
चुनना,चुनता हो,V;2;SG;HAB;SBJV;MASC,0.0,1.1559241706161138e-05,t͡ʃ ʊ n t̪ ɑː ɦ oː,2,V,2,SG,HAB,SBJV,MASC,,,,
चुनना,चुनता हो,V;3;SG;HAB;SBJV;MASC,0.0,1.1559241706161138e-05,t͡ʃ ʊ n t̪ ɑː ɦ oː,2,V,3,SG,HAB,SBJV,MASC,,,,
चुनना,चुनता होगा,V;2;SG;HAB;LGSPEC3;MASC,0.0,1.1559241706161138e-05,t͡ʃ ʊ n t̪ ɑː ɦ oː ɡ ɑː,1,V,2,SG,HAB,LGSPEC3,MASC,,,,
चुनना,चुनता होगा,V;3;SG;HAB;LGSPEC3;MASC,0.0,1.1559241706161138e-05,t͡ʃ ʊ n t̪ ɑː ɦ oː ɡ ɑː,3,V,3,SG,HAB,LGSPEC3,MASC,,,,
चुनना,चुनता होता,V;1;SG;HAB;LGSPEC4;MASC,0.0,1.1559241706161138e-05,t͡ʃ ʊ n t̪ ɑː ɦ oː t̪ ɑː,4,V,1,SG,HAB,LGSPEC4,MASC,,,,
चुनना,चुनता होता,V;2;SG;HAB;LGSPEC4;MASC,0.0,1.1559241706161138e-05,t͡ʃ ʊ n t̪ ɑː ɦ oː t̪ ɑː,4,V,2,SG,HAB,LGSPEC4,MASC,,,,
चुनना,चुनता होता,V;3;SG;HAB;LGSPEC4;MASC,0.0,1.1559241706161138e-05,t͡ʃ ʊ n t̪ ɑː ɦ oː t̪ ɑː,2,V,3,SG,HAB,LGSPEC4,MASC,,,,
चुनना,चुनती,V;V.PTCP;FEM;PL;IPFV,3.7e-05,1.1559241706161138e-05,t͡ʃ ʊ n t̪ iː,0,V,V.PTCP,FEM,PL,IPFV,,,,,
चुनना,चुनती,V;V.PTCP;FEM;SG;IPFV,3.7e-05,1.1559241706161138e-05,t͡ʃ ʊ n t̪ iː,4,V,V.PTCP,FEM,SG,IPFV,,,,,
चुनना,चुनती थी,V;1;SG;HAB;PST;FEM,0.0,1.1559241706161138e-05,t͡ʃ ʊ n t̪ iː t̪ʰ iː,3,V,1,SG,HAB,PST,FEM,,,,
चुनना,चुनती थी,V;2;SG;HAB;PST;FEM,0.0,1.1559241706161138e-05,t͡ʃ ʊ n t̪ iː t̪ʰ iː,4,V,2,SG,HAB,PST,FEM,,,,
चुनना,चुनती थी,V;3;SG;HAB;PST;FEM,0.0,1.1559241706161138e-05,t͡ʃ ʊ n t̪ iː t̪ʰ iː,2,V,3,SG,HAB,PST,FEM,,,,
चुनना,चुनती थीं,V;1;PL;HAB;PST;FEM,0.0,1.1559241706161138e-05,t͡ʃ ʊ n t̪ iː t̪ʰ ĩː,0,V,1,PL,HAB,PST,FEM,,,,
चुनना,चुनती थीं,V;2;PL;HAB;PST;FEM,0.0,1.1559241706161138e-05,t͡ʃ ʊ n t̪ iː t̪ʰ ĩː,4,V,2,PL,HAB,PST,FEM,,,,
चुनना,चुनती थीं,V;3;PL;HAB;PST;FEM,0.0,1.1559241706161138e-05,t͡ʃ ʊ n t̪ iː t̪ʰ ĩː,2,V,3,PL,HAB,PST,FEM,,,,
चुनना,चुनती हूँ,V;1;SG;HAB;PRS;FEM,0.0,1.1559241706161138e-05,t͡ʃ ʊ n t̪ iː ɦ ũː,2,V,1,SG,HAB,PRS,FEM,,,,
चुनना,चुनती हूँ,V;1;SG;HAB;SBJV;FEM,0.0,1.1559241706161138e-05,t͡ʃ ʊ n t̪ iː ɦ ũː,3,V,1,SG,HAB,SBJV,FEM,,,,
