lemma,form,paradigm_slot
wuofen,wuofen,"V;NFIN"
wuofen,wuofu,"V;IND;SG;1;PRS"
wuofen,wuta,"V;IND;SG;1;PST"
wuofen,wuofis,"V;IND;SG;2;PRS"
wuofen,wutos,"V;IND;SG;2;PST"
wuofen,wuofit,"V;IND;SG;3;PRS"
wuofen,wuta,"V;IND;SG;3;PST"
wuofen,wuofem,"V;IND;PL;1;PRS"
wuofen,wuofemes,"V;IND;PL;1;PRS"
wuofen,wutum,"V;IND;PL;1;PST"
wuofen,wutumes,"V;IND;PL;1;PST"
wuofen,wuofet,"V;IND;PL;2;PRS"
wuofen,wutut,"V;IND;PL;2;PST"
wuofen,wuofent,"V;IND;PL;3;PRS"
wuofen,wutun,"V;IND;PL;3;PST"
wuofen,wuofe,"V;SBJV;SG;1;PRS"
wuofen,wuti,"V;SBJV;SG;1;PST"
wuofen,wuofes,"V;SBJV;SG;2;PRS"
wuofen,wutis,"V;SBJV;SG;2;PST"
wuofen,wuofe,"V;SBJV;SG;3;PRS"
wuofen,wuti,"V;SBJV;SG;3;PST"
wuofen,wuofem,"V;SBJV;PL;1;PRS"
wuofen,wuofemes,"V;SBJV;PL;1;PRS"
wuofen,wutim,"V;SBJV;PL;1;PST"
wuofen,wutimes,"V;SBJV;PL;1;PST"
wuofen,wuofet,"V;SBJV;PL;2;PRS"
wuofen,wutit,"V;SBJV;PL;2;PST"
wuofen,wuofen,"V;SBJV;PL;3;PRS"
wuofen,wutin,"V;SBJV;PL;3;PST"
wuofen,wuofi,"V;IMP;SG;PRS"
wuofen,wuofet,"V;IMP;PL;PRS"
folgēn,folgēn,"V;NFIN"
folgēn,folgem,"V;IND;SG;1;PRS"
folgēn,folgeta,"V;IND;SG;1;PST"
folgēn,folges,"V;IND;SG;2;PRS"
folgēn,folgetos,"V;IND;SG;2;PST"
folgēn,folget,"V;IND;SG;3;PRS"
folgēn,folgeta,"V;IND;SG;3;PST"
folgēn,folgem,"V;IND;PL;1;PRS"
folgēn,folgemes,"V;IND;PL;1;PRS"
folgēn,folgetum,"V;IND;PL;1;PST"
folgēn,folgetumes,"V;IND;PL;1;PST"
folgēn,folget,"V;IND;PL;2;PRS"
folgēn,folgetut,"V;IND;PL;2;PST"
folgēn,folgent,"V;IND;PL;3;PRS"
folgēn,folgetun,"V;IND;PL;3;PST"
folgēn,folge,"V;SBJV;SG;1;PRS"
folgēn,folgeti,"V;SBJV;SG;1;PST"
folgēn,folges,"V;SBJV;SG;2;PRS"
folgēn,folgetis,"V;SBJV;SG;2;PST"
folgēn,folge,"V;SBJV;SG;3;PRS"
folgēn,folgeti,"V;SBJV;SG;3;PST"
folgēn,folgem,"V;SBJV;PL;1;PRS"
folgēn,folgemes,"V;SBJV;PL;1;PRS"
folgēn,folgetim,"V;SBJV;PL;1;PST"
folgēn,folgetimes,"V;SBJV;PL;1;PST"
folgēn,folget,"V;SBJV;PL;2;PRS"
folgēn,folgetit,"V;SBJV;PL;2;PST"
folgēn,folgen,"V;SBJV;PL;3;PRS"
folgēn,folgetin,"V;SBJV;PL;3;PST"
folgēn,folge,"V;IMP;SG;PRS"
folgēn,folget,"V;IMP;PL;PRS"
heiȥȥan,heiȥȥan,"V;NFIN"
heiȥȥan,heiȥȥu,"V;IND;SG;1;PRS"
heiȥȥan,hiaȥ,"V;IND;SG;1;PST"
heiȥȥan,heiȥȥis,"V;IND;SG;2;PRS"
heiȥȥan,hiaȥi,"V;IND;SG;2;PST"
heiȥȥan,heiȥȥit,"V;IND;SG;3;PRS"
heiȥȥan,hiaȥ,"V;IND;SG;3;PST"
heiȥȥan,heiȥȥem,"V;IND;PL;1;PRS"
heiȥȥan,heiȥȥemes,"V;IND;PL;1;PRS"
heiȥȥan,hiaȥum,"V;IND;PL;1;PST"
heiȥȥan,hiaȥumes,"V;IND;PL;1;PST"
heiȥȥan,heiȥȥet,"V;IND;PL;2;PRS"
heiȥȥan,hiaȥut,"V;IND;PL;2;PST"
heiȥȥan,heiȥȥant,"V;IND;PL;3;PRS"
heiȥȥan,hiaȥun,"V;IND;PL;3;PST"
heiȥȥan,heiȥȥe,"V;SBJV;SG;1;PRS"
heiȥȥan,hiaȥi,"V;SBJV;SG;1;PST"
heiȥȥan,heiȥȥes,"V;SBJV;SG;2;PRS"
heiȥȥan,hiaȥis,"V;SBJV;SG;2;PST"
heiȥȥan,heiȥȥe,"V;SBJV;SG;3;PRS"
heiȥȥan,hiaȥi,"V;SBJV;SG;3;PST"
heiȥȥan,heiȥȥem,"V;SBJV;PL;1;PRS"
heiȥȥan,heiȥȥemes,"V;SBJV;PL;1;PRS"
heiȥȥan,hiaȥim,"V;SBJV;PL;1;PST"
heiȥȥan,hiaȥimes,"V;SBJV;PL;1;PST"
heiȥȥan,heiȥȥet,"V;SBJV;PL;2;PRS"
heiȥȥan,hiaȥit,"V;SBJV;PL;2;PST"
heiȥȥan,heiȥȥen,"V;SBJV;PL;3;PRS"
heiȥȥan,hiaȥin,"V;SBJV;PL;3;PST"
heiȥȥan,heiȥȥ,"V;IMP;SG;PRS"
heiȥȥan,heiȥȥet,"V;IMP;PL;PRS"
draen,draen,"V;NFIN"
draen,drau,"V;IND;SG;1;PRS"
draen,drata,"V;IND;SG;1;PST"
draen,drais,"V;IND;SG;2;PRS"
draen,dratos,"V;IND;SG;2;PST"
draen,drait,"V;IND;SG;3;PRS"
draen,drata,"V;IND;SG;3;PST"
draen,draem,"V;IND;PL;1;PRS"
draen,draemes,"V;IND;PL;1;PRS"
draen,dratum,"V;IND;PL;1;PST"
draen,dratumes,"V;IND;PL;1;PST"
draen,draet,"V;IND;PL;2;PRS"
draen,dratut,"V;IND;PL;2;PST"
draen,draent,"V;IND;PL;3;PRS"
draen,dratun,"V;IND;PL;3;PST"
draen,drae,"V;SBJV;SG;1;PRS"
draen,drati,"V;SBJV;SG;1;PST"
draen,draes,"V;SBJV;SG;2;PRS"
draen,dratis,"V;SBJV;SG;2;PST"
draen,drae,"V;SBJV;SG;3;PRS"
draen,drati,"V;SBJV;SG;3;PST"
draen,draem,"V;SBJV;PL;1;PRS"
draen,draemes,"V;SBJV;PL;1;PRS"
draen,dratim,"V;SBJV;PL;1;PST"
draen,dratimes,"V;SBJV;PL;1;PST"
draen,draet,"V;SBJV;PL;2;PRS"
draen,dratit,"V;SBJV;PL;2;PST"
draen,draen,"V;SBJV;PL;3;PRS"
draen,dratin,"V;SBJV;PL;3;PST"
draen,drai,"V;IMP;SG;PRS"
draen,draet,"V;IMP;PL;PRS"
gisahhan,gisahhan,"V;NFIN"
gisahhan,gisahhu,"V;IND;SG;1;PRS"
gisahhan,gisuohh,"V;IND;SG;1;PST"
gisahhan,gisahhis,"V;IND;SG;2;PRS"
gisahhan,gisuohhi,"V;IND;SG;2;PST"
gisahhan,gisahhit,"V;IND;SG;3;PRS"
gisahhan,gisuohh,"V;IND;SG;3;PST"
gisahhan,gisahhem,"V;IND;PL;1;PRS"
gisahhan,gisahhemes,"V;IND;PL;1;PRS"
gisahhan,gisuohhum,"V;IND;PL;1;PST"
gisahhan,gisuohhumes,"V;IND;PL;1;PST"
gisahhan,gisahhet,"V;IND;PL;2;PRS"
gisahhan,gisuohhut,"V;IND;PL;2;PST"
gisahhan,gisahhant,"V;IND;PL;3;PRS"
gisahhan,gisuohhun,"V;IND;PL;3;PST"
gisahhan,gisahhe,"V;SBJV;SG;1;PRS"
gisahhan,gisuohhi,"V;SBJV;SG;1;PST"
gisahhan,gisahhes,"V;SBJV;SG;2;PRS"
gisahhan,gisuohhis,"V;SBJV;SG;2;PST"
gisahhan,gisahhe,"V;SBJV;SG;3;PRS"
gisahhan,gisuohhi,"V;SBJV;SG;3;PST"
gisahhan,gisahhem,"V;SBJV;PL;1;PRS"
gisahhan,gisahhemes,"V;SBJV;PL;1;PRS"
gisahhan,gisuohhim,"V;SBJV;PL;1;PST"
gisahhan,gisuohhimes,"V;SBJV;PL;1;PST"
gisahhan,gisahhet,"V;SBJV;PL;2;PRS"
gisahhan,gisuohhit,"V;SBJV;PL;2;PST"
gisahhan,gisahhen,"V;SBJV;PL;3;PRS"
gisahhan,gisuohhin,"V;SBJV;PL;3;PST"
gisahhan,gisahh,"V;IMP;SG;PRS"
gisahhan,gisahhet,"V;IMP;PL;PRS"
brehhan,brehhan,"V;NFIN"
brehhan,brihhu,"V;IND;SG;1;PRS"
brehhan,brah,"V;IND;SG;1;PST"
brehhan,brihhis,"V;IND;SG;2;PRS"
brehhan,brāhhi,"V;IND;SG;2;PST"
brehhan,brihhit,"V;IND;SG;3;PRS"
brehhan,brah,"V;IND;SG;3;PST"
brehhan,brehhem,"V;IND;PL;1;PRS"
brehhan,brehhemes,"V;IND;PL;1;PRS"
brehhan,brāhhum,"V;IND;PL;1;PST"
brehhan,brāhhumes,"V;IND;PL;1;PST"
brehhan,brehhet,"V;IND;PL;2;PRS"
brehhan,brāhhut,"V;IND;PL;2;PST"
brehhan,brehhant,"V;IND;PL;3;PRS"
brehhan,brāhhun,"V;IND;PL;3;PST"
brehhan,brehhe,"V;SBJV;SG;1;PRS"
brehhan,brāhhi,"V;SBJV;SG;1;PST"
brehhan,brehhes,"V;SBJV;SG;2;PRS"
brehhan,brāhhis,"V;SBJV;SG;2;PST"
brehhan,brehhe,"V;SBJV;SG;3;PRS"
brehhan,brāhhi,"V;SBJV;SG;3;PST"
brehhan,brehhem,"V;SBJV;PL;1;PRS"
brehhan,brehhemes,"V;SBJV;PL;1;PRS"
brehhan,brāhhim,"V;SBJV;PL;1;PST"
brehhan,brāhhimes,"V;SBJV;PL;1;PST"
brehhan,brehhet,"V;SBJV;PL;2;PRS"
brehhan,brāhhit,"V;SBJV;PL;2;PST"
brehhan,brehhen,"V;SBJV;PL;3;PRS"
brehhan,brāhhin,"V;SBJV;PL;3;PST"
brehhan,brih,"V;IMP;SG;PRS"
brehhan,brehhet,"V;IMP;PL;PRS"
meinen,meinen,"V;NFIN"
meinen,meinu,"V;IND;SG;1;PRS"
meinen,meinita,"V;IND;SG;1;PST"
meinen,meinis,"V;IND;SG;2;PRS"
meinen,meinitos,"V;IND;SG;2;PST"
meinen,meinit,"V;IND;SG;3;PRS"
meinen,meinita,"V;IND;SG;3;PST"
meinen,meinem,"V;IND;PL;1;PRS"
meinen,meinemes,"V;IND;PL;1;PRS"
meinen,meinitum,"V;IND;PL;1;PST"
meinen,meinitumes,"V;IND;PL;1;PST"
meinen,meinet,"V;IND;PL;2;PRS"
meinen,meinitut,"V;IND;PL;2;PST"
meinen,meinent,"V;IND;PL;3;PRS"
meinen,meinitun,"V;IND;PL;3;PST"
meinen,meine,"V;SBJV;SG;1;PRS"
meinen,meiniti,"V;SBJV;SG;1;PST"
meinen,meines,"V;SBJV;SG;2;PRS"
meinen,meinitis,"V;SBJV;SG;2;PST"
meinen,meine,"V;SBJV;SG;3;PRS"
meinen,meiniti,"V;SBJV;SG;3;PST"
meinen,meinem,"V;SBJV;PL;1;PRS"
meinen,meinemes,"V;SBJV;PL;1;PRS"
meinen,meinitim,"V;SBJV;PL;1;PST"
meinen,meinitimes,"V;SBJV;PL;1;PST"
meinen,meinet,"V;SBJV;PL;2;PRS"
meinen,meinitit,"V;SBJV;PL;2;PST"
meinen,meinen,"V;SBJV;PL;3;PRS"
meinen,meinitin,"V;SBJV;PL;3;PST"
meinen,meini,"V;IMP;SG;PRS"
meinen,meinet,"V;IMP;PL;PRS"
faltan,faltan,"V;NFIN"
faltan,faltu,"V;IND;SG;1;PRS"
faltan,fialt,"V;IND;SG;1;PST"
faltan,faltis,"V;IND;SG;2;PRS"
faltan,fialti,"V;IND;SG;2;PST"
faltan,faltit,"V;IND;SG;3;PRS"
faltan,fialt,"V;IND;SG;3;PST"
faltan,faltem,"V;IND;PL;1;PRS"
faltan,faltemes,"V;IND;PL;1;PRS"
faltan,fialtum,"V;IND;PL;1;PST"
faltan,fialtumes,"V;IND;PL;1;PST"
faltan,faltet,"V;IND;PL;2;PRS"
faltan,fialtut,"V;IND;PL;2;PST"
faltan,faltant,"V;IND;PL;3;PRS"
faltan,fialtun,"V;IND;PL;3;PST"
faltan,falte,"V;SBJV;SG;1;PRS"
faltan,fialti,"V;SBJV;SG;1;PST"
faltan,faltes,"V;SBJV;SG;2;PRS"
faltan,fialtis,"V;SBJV;SG;2;PST"
faltan,falte,"V;SBJV;SG;3;PRS"
